		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Soil 1	Soil 	Leaf	Leaf 	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Moist.	Temp 1	Wet 1	Temp 1	Samp	Tx 	Recept	Int.
01/11/15	0:10	21.1	21.2	21.1	84	18.3	0.0	NNW	0.00	1.6	NNW	21.1	21.9	21.9	---	1012.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.2	58	17.3	26.7	10.38	 .0721	0.00	---	---	---	---	226	2	100.0	10
01/11/15	0:20	21.1	21.2	21.1	83	18.1	0.0	NNW	0.00	1.6	NNW	21.1	21.8	21.8	---	1012.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.1	58	17.2	26.6	10.39	 .0722	0.00	---	---	---	---	228	2	100.0	10
01/11/15	0:30	21.1	21.2	21.1	83	18.1	0.0	NNW	0.00	8.0	NNW	21.1	21.8	21.8	---	1012.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.1	58	17.2	26.6	10.39	 .0722	0.00	---	---	---	---	228	2	100.0	10
01/11/15	0:40	21.1	21.2	21.1	84	18.3	0.0	---	0.00	0.0	---	21.1	21.9	21.9	---	1012.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.0	58	17.1	26.5	10.40	 .0722	0.00	---	---	---	---	226	2	100.0	10
01/11/15	0:50	20.9	21.1	20.9	85	18.3	0.0	NNW	0.00	1.6	NNW	20.9	21.8	21.8	---	1012.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.018	26.1	58	17.2	26.6	10.39	 .0722	0.00	---	---	---	---	228	2	100.0	10
01/11/15	1:00	20.8	20.9	20.8	84	18.0	0.0	---	0.00	0.0	---	20.8	21.7	21.7	---	1011.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	26.0	59	17.4	26.6	10.60	 .0722	0.00	---	---	---	---	229	2	100.0	10
01/11/15	1:10	20.8	20.9	20.8	85	18.2	0.0	---	0.00	0.0	---	20.8	21.7	21.7	---	1011.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	26.0	59	17.4	26.6	10.60	 .0722	0.00	---	---	---	---	229	2	100.0	10
01/11/15	1:20	20.9	20.9	20.8	85	18.3	0.0	NNW	0.00	1.6	NNW	20.9	21.8	21.8	---	1011.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.018	26.1	58	17.2	26.6	10.39	 .0721	0.00	---	---	---	---	228	2	100.0	10
01/11/15	1:30	21.0	21.0	20.8	84	18.2	0.0	---	0.00	0.0	---	21.0	21.8	21.8	---	1011.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	26.0	59	17.4	26.6	10.60	 .0721	0.00	---	---	---	---	228	2	100.0	10
